B_BUS_ID;B_LEA_OR_ENTITY_NAME;F_CITY;C_FLEET_OPERATOR_1_IF_APPLICABLE;N_CURRENT_STATUS_OF_BUS;O_BATCH;T_BUS_OEM;U_ELECTRIC_POWERTRAIN_MANUFACTURER;V_MODEL;W_TYPE;X_DEALER;Y_MULTIPLE_FUNDING_SOURCES_USED;Z_FUNDING_SOURCE_1;AA_AGENCY_ADMINISTERING_FUNDS_1;Z_FUNDING_SOURCE_2;AB_DOLLAR_AMOUNT_TOWARD_BUS;AE_DOLLAR_AMOUNT_TOWARD_CHARGER;A_DATE_OF_MOST_RECENT_SOURCE;B_SOURCE_1;B_SOURCE_2;LEA_ID_NON_TRIM;QUARTER_AWARDED;ANNEE_ORDERED;QUARTER_ORDERED;ANNEE_DELIVERED;QUARTER_DELIVERED;ANNEE_OPERATING;QUARTER_OPERATING;fundraiser_1 montant;fundraiser-2 montant;LEA_ID;ANNEE_AWARDED;date_awarded;date_ordered;date_delivered;date_operating;awarded_to_ordered;ordered_to_delivered;delivered_to_operating
3;Fleming County;Flemingsburg;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2101920;10;;;;;;;395000;0;2101920;2022;01/10/2022;;;;;;
4;Fleming County;Flemingsburg;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2101920;10;;;;;;;395000;0;2101920;2022;01/10/2022;;;;;;
5;Fleming County;Flemingsburg;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2101920;10;;;;;;;395000;0;2101920;2022;01/10/2022;;;;;;
6;Fleming County;Flemingsburg;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2101920;10;;;;;;;395000;0;2101920;2022;01/10/2022;;;;;;
7;Fleming County;Flemingsburg;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2101920;10;;;;;;;395000;0;2101920;2022;01/10/2022;;;;;;
1;Trigg County;Cadiz;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2105580;10;;;;;;;395000;0;2105580;2022;01/10/2022;;;;;;
2;Trigg County;Cadiz;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2105580;10;;;;;;;395000;0;2105580;2022;01/10/2022;;;;;;
3;Trigg County;Cadiz;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2105580;10;;;;;;;395000;0;2105580;2022;01/10/2022;;;;;;
4;Trigg County;Cadiz;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2105580;10;;;;;;;395000;0;2105580;2022;01/10/2022;;;;;;
5;Trigg County;Cadiz;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2105580;10;;;;;;;395000;0;2105580;2022;01/10/2022;;;;;;
1;Union County;Morganfield;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2105640;10;;;;;;;395000;0;2105640;2022;01/10/2022;;;;;;
1;Wolfe County;Campton;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2105970;10;;;;;;;395000;0;2105970;2022;01/10/2022;;;;;;
2;Wolfe County;Campton;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2105970;10;;;;;;;395000;0;2105970;2022;01/10/2022;;;;;;
3;Wolfe County;Campton;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2105970;10;;;;;;;395000;0;2105970;2022;01/10/2022;;;;;;
1;Harriet Tubman Charter School;New Orleans;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2200220;10;;;;;;;395000;0;2200220;2022;01/10/2022;;;;;;
2;Harriet Tubman Charter School;New Orleans;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2200220;10;;;;;;;395000;0;2200220;2022;01/10/2022;;;;;;
3;Harriet Tubman Charter School;New Orleans;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2200220;10;;;;;;;395000;0;2200220;2022;01/10/2022;;;;;;
4;Harriet Tubman Charter School;New Orleans;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2200220;10;;;;;;;395000;0;2200220;2022;01/10/2022;;;;;;
5;Harriet Tubman Charter School;New Orleans;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2200220;10;;;;;;;395000;0;2200220;2022;01/10/2022;;;;;;
1;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
2;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
3;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
4;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
5;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
6;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
7;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
8;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
9;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
10;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
11;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
12;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
13;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
14;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
15;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
16;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
17;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
18;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
19;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
20;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
21;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
22;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
23;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
24;Pointe Coupee Parish;New Roads;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201260;10;;;;;;;395000;0;2201260;2022;01/10/2022;;;;;;
1;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
2;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
3;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
4;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
5;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
6;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
7;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
8;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
9;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
10;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
11;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
12;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
13;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
14;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
15;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
16;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
17;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
18;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
19;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
20;Rapides Parish;Alexandria;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2201290;10;;;;;;;395000;0;2201290;2022;01/10/2022;;;;;;
